time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1980-07-31T21:52:37.600Z,43.317,20.897,10,,,,,,,pde,pde19800731215237600_10,2013-02-08T21:40:29.632Z,"Serbia",earthquake
1980-07-31T20:00:25.400Z,39.19,23.058,10,3.6,ml,,,,,pde,pde19800731200025400_10,2013-02-08T21:40:29.631Z,"Aegean Sea",earthquake
1980-07-31T19:27:10.800Z,4.693,127.369,99,4.6,mb,,,,,pde,pde19800731192710800_99,2013-02-08T21:40:29.630Z,"Kepulauan Talaud, Indonesia",earthquake
1980-07-31T19:03:05.300Z,39.545,74.959,33,5,mb,,,,,pde,pde19800731190305300_33,2013-02-08T21:40:29.628Z,"southern Xinjiang, China",earthquake
1980-07-31T18:14:48.500Z,-0.17,125.105,75,5.1,mb,,,,,pde,pde19800731181448500_75,2013-02-08T21:40:29.626Z,"Molucca Sea",earthquake
1980-07-31T17:30:36.600Z,-10.586,119.917,33,4.1,mb,,,,,pde,pde19800731173036600_33,2013-02-08T21:40:29.626Z,"Sumba region, Indonesia",earthquake
1980-07-31T16:06:03.400Z,7.609,-35.999,10,4.4,mb,,,,,pde,pde19800731160603400_10,2013-02-08T21:40:29.624Z,"central Mid-Atlantic Ridge",earthquake
1980-07-31T14:22:01.500Z,29.43,80.851,33,4.5,mb,,,,,pde,pde19800731142201500_33,2013-02-08T21:40:29.623Z,"Nepal-India border region",earthquake
1980-07-31T11:59:21.300Z,59.386,-152.312,94,3.7,mb,,,,,pde,pde19800731115921300_94,2013-02-08T21:40:29.622Z,"Southern Alaska",earthquake
1980-07-31T09:26:56.300Z,38.198,-83.922,13,2.5,,,,,,pde,pde19800731092656300_13,2013-02-08T21:40:29.621Z,"eastern Kentucky",earthquake
1980-07-31T08:20:46.500Z,37.667,-118.717,11,3.3,ml,,,,,pde,pde19800731082046500_11,2013-02-08T21:40:29.620Z,"Central California",earthquake
1980-07-31T06:44:30.600Z,-31.43,-67.973,10,,,,,,,pde,pde19800731064430600_10,2013-02-08T21:40:29.619Z,"San Juan, Argentina",earthquake
1980-07-31T05:49:08.900Z,-31.959,-67.956,140,,,,,,,pde,pde19800731054908900_140,2013-02-08T21:40:29.617Z,"San Juan, Argentina",earthquake
1980-07-31T04:57:34.900Z,16.412,-97.109,47,5.4,ms,,,,,pde,pde19800731045734900_47,2013-02-08T21:40:29.616Z,"Oaxaca, Mexico",earthquake
1980-07-31T04:43:55.200Z,51.194,-178.371,33,4.7,mb,,,,,pde,pde19800731044355200_33,2013-02-08T21:40:29.615Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1980-07-31T01:42:13.900Z,37.697,90.829,33,4.5,mb,,,,,pde,pde19800731014213900_33,2013-02-08T21:40:29.613Z,"Xinjiang-Qinghai border region, China",earthquake
1980-07-31T01:13:23.900Z,38.856,141.042,16,5,mb,,,,,pde,pde19800731011323900_16,2013-02-08T21:40:29.611Z,"near the east coast of Honshu, Japan",earthquake
1980-07-30T19:43:13.300Z,1.617,-30.604,10,4.7,mb,,,,,pde,pde19800730194313300_10,2013-02-08T21:40:29.610Z,"central Mid-Atlantic Ridge",earthquake
1980-07-30T19:00:46.100Z,-31.673,-66.974,136,,,,,,,pde,pde19800730190046100_136,2013-02-08T21:40:29.609Z,"San Juan, Argentina",earthquake
1980-07-30T17:15:21.000Z,-9.059,-108.369,4.7,5.6,ms,83,,,,centennial,centennial19800730171521,2013-07-09T19:07:52.000Z,"central East Pacific Rise",earthquake
1980-07-30T16:27:19.900Z,-25.784,179.47,503,4.8,mb,,,,,pde,pde19800730162719900_503,2013-02-08T21:40:29.608Z,"south of the Fiji Islands",earthquake
1980-07-30T13:16:21.000Z,21.369,144.234,33,4.8,mb,,,,,pde,pde19800730131621000_33,2013-02-08T21:40:29.607Z,"Mariana Islands region",earthquake
1980-07-30T12:56:55.000Z,51.68,-115.58,18,3.4,,,,,,pde,pde19800730125655000_18,2013-02-08T21:40:29.606Z,"Alberta, Canada",earthquake
1980-07-30T09:38:35.200Z,39.264,22.945,10,4.1,mb,,,,,pde,pde19800730093835200_10,2013-02-08T21:40:29.606Z,"Greece",earthquake
1980-07-30T06:58:16.500Z,39.194,22.923,10,3.5,ml,,,,,pde,pde19800730065816500_10,2013-02-08T21:40:29.605Z,"Greece",earthquake
1980-07-30T06:56:19.000Z,5.204,-82.669,18.9,6.2,ms,217,,,,centennial,centennial19800730065619,2013-07-09T19:07:52.000Z,"south of Panama",earthquake
1980-07-30T06:42:44.800Z,52.627,106.782,33,4.8,mb,,,,,pde,pde19800730064244800_33,2013-02-08T21:40:29.603Z,"Lake Baykal region, Russia",earthquake
1980-07-30T05:30:48.200Z,29.438,80.825,33,4.5,mb,,,,,pde,pde19800730053048200_33,2013-02-08T21:40:29.602Z,"Nepal-India border region",earthquake
1980-07-30T04:50:20.500Z,-23.857,-66.507,190,4.6,mb,,,,,pde,pde19800730045020500_190,2013-02-08T21:40:29.601Z,"Jujuy, Argentina",earthquake
1980-07-30T04:17:58.300Z,-17.216,167.868,33,4.7,mb,,,,,pde,pde19800730041758300_33,2013-02-08T21:40:29.600Z,"Vanuatu",earthquake
1980-07-30T04:12:32.300Z,61.253,-150.933,73,3.7,mb,,,,,pde,pde19800730041232300_73,2013-02-08T21:40:29.599Z,"Southern Alaska",earthquake
1980-07-30T02:46:42.800Z,39.215,22.836,10,3.7,ml,,,,,pde,pde19800730024642800_10,2013-02-08T21:40:29.598Z,"Greece",earthquake
1980-07-30T01:00:42.700Z,29.596,80.743,33,4.8,mb,,,,,pde,pde19800730010042700_33,2013-02-08T21:40:29.597Z,"Nepal-India border region",earthquake
1980-07-30T00:00:01.700Z,-3.939,154.308,480,5.3,mb,,,,,pde,pde19800730000001700_480,2013-02-08T21:40:29.596Z,"north of the Solomon Islands",earthquake
1980-07-29T23:18:44.200Z,37.55,-118.9,2,3.1,ml,,,,,pde,pde19800729231844200_2,2013-02-08T21:40:29.595Z,"Central California",earthquake
1980-07-29T22:23:36.800Z,2.505,126.616,53,5.4,mb,,,,,pde,pde19800729222336800_53,2013-02-08T21:40:29.595Z,"Molucca Sea",earthquake
1980-07-29T22:01:01.300Z,37.527,-118.908,5,3.2,ml,,,,,pde,pde19800729220101300_5,2013-02-08T21:40:29.594Z,"Central California",earthquake
1980-07-29T21:57:36.200Z,29.118,81.006,33,4.6,mb,,,,,pde,pde19800729215736200_33,2013-02-08T21:40:29.593Z,"Nepal",earthquake
1980-07-29T20:56:49.900Z,37.517,-118.903,13,3.5,ml,,,,,pde,pde19800729205649900_13,2013-02-08T21:40:29.593Z,"Central California",earthquake
1980-07-29T20:41:29.100Z,39.269,22.948,18,4.7,mb,,,,,pde,pde19800729204129100_18,2013-02-08T21:40:29.592Z,"Greece",earthquake
1980-07-29T20:35:35.700Z,13.451,-44.909,10,5,mb,,,,,pde,pde19800729203535700_10,2013-02-08T21:40:29.591Z,"northern Mid-Atlantic Ridge",earthquake
1980-07-29T20:20:28.500Z,39.179,23.092,10,3.4,ml,,,,,pde,pde19800729202028500_10,2013-02-08T21:40:29.590Z,"Aegean Sea",earthquake
1980-07-29T19:53:34.500Z,38.307,142.25,33,4.4,mb,,,,,pde,pde19800729195334500_33,2013-02-08T21:40:29.590Z,"near the east coast of Honshu, Japan",earthquake
1980-07-29T19:17:14.700Z,37.508,-118.915,7,3.7,ml,,,,,pde,pde19800729191714700_7,2013-02-08T21:40:29.589Z,"Central California",earthquake
