time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1976-12-31T23:19:58.400Z,-3.896,127.848,33,5.3,mb,,,,,pde,pde19761231231958400_33,2013-02-08T21:37:34.137Z,"Seram, Indonesia",earthquake
1976-12-31T21:52:05.200Z,31.249,142.25,33,4.8,mb,,,,,pde,pde19761231215205200_33,2013-02-08T21:37:34.135Z,"Izu Islands, Japan region",earthquake
1976-12-31T21:10:33.500Z,31.281,54.515,62,4.4,mb,,,,,pde,pde19761231211033500_62,2013-02-08T21:37:34.132Z,"central Iran",earthquake
1976-12-31T21:09:59.400Z,-2.509,135.764,33,5.4,mb,,,,,pde,pde19761231210959400_33,2013-02-08T21:37:34.130Z,"near the north coast of Papua, Indonesia",earthquake
1976-12-31T16:32:50.300Z,18.267,-68.858,85,5.1,mb,,,,,pde,pde19761231163250300_85,2013-02-08T21:37:34.128Z,"Mona Passage",earthquake
1976-12-31T16:04:29.000Z,37.826,21.18,33,,,,,,,pde,pde19761231160429000_33,2013-02-08T21:37:34.125Z,"southern Greece",earthquake
1976-12-31T09:17:06.600Z,42.592,143.172,107,5.2,mb,,,,,pde,pde19761231091706600_107,2013-02-08T21:37:34.123Z,"Hokkaido, Japan region",earthquake
1976-12-31T05:10:30.400Z,36.739,138.251,222,,,,,,,pde,pde19761231051030400_222,2013-02-08T21:37:34.121Z,"eastern Honshu, Japan",earthquake
1976-12-31T00:39:57.000Z,37.916,22.908,54,4.5,mb,,,,,pde,pde19761231003957000_54,2013-02-08T21:37:34.120Z,"southern Greece",earthquake
1976-12-30T23:09:45.700Z,-28.151,-176.402,33,,,,,,,pde,pde19761230230945700_33,2013-02-08T21:37:34.118Z,"Kermadec Islands region",earthquake
1976-12-30T22:23:57.900Z,11.79,143.234,33,5.2,mb,,,,,pde,pde19761230222357900_33,2013-02-08T21:37:34.115Z,"south of the Mariana Islands",earthquake
1976-12-30T22:02:26.000Z,48.21,154.504,41,5.2,mb,,,,,pde,pde19761230220226000_41,2013-02-08T21:37:34.113Z,"Kuril Islands",earthquake
1976-12-30T20:01:12.400Z,12.318,143.957,22,5.3,mb,,,,,pde,pde19761230200112400_22,2013-02-08T21:37:34.110Z,"Guam region",earthquake
1976-12-30T19:24:00.500Z,8.716,-71.111,19,4.7,mb,,,,,pde,pde19761230192400500_19,2013-02-08T21:37:34.108Z,"Merida, Venezuela",earthquake
1976-12-30T18:26:30.200Z,12.307,143.975,31,5.4,mb,,,,,pde,pde19761230182630200_31,2013-02-08T21:37:34.106Z,"Guam region",earthquake
1976-12-30T15:12:37.900Z,37.907,22.815,34,4.7,mb,,,,,pde,pde19761230151237900_34,2013-02-08T21:37:34.104Z,"southern Greece",earthquake
1976-12-30T13:09:41.700Z,-25.222,179.647,501,5.1,mb,,,,,pde,pde19761230130941700_501,2013-02-08T21:37:34.101Z,"south of the Fiji Islands",earthquake
1976-12-30T10:49:33.100Z,3.288,96.222,58,,,,,,,pde,pde19761230104933100_58,2013-02-08T21:37:34.099Z,"northern Sumatra, Indonesia",earthquake
1976-12-30T06:37:46.100Z,34.611,22.945,33,4,mb,,,,,pde,pde19761230063746100_33,2013-02-08T21:37:34.097Z,"central Mediterranean Sea",earthquake
1976-12-30T05:21:58.100Z,51.276,159.354,24,4.8,mb,,,,,pde,pde19761230052158100_24,2013-02-08T21:37:34.095Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
1976-12-30T03:46:29.500Z,25.688,129.572,33,4.7,mb,,,,,pde,pde19761230034629500_33,2013-02-08T21:37:34.092Z,"southeast of the Ryukyu Islands, Japan",earthquake
