time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1981-11-30T22:35:31.650Z,23.56,120.856,33,,,,,,1.5,pde,pde19811130223531650_33,2013-03-16T00:02:03.785Z,"Taiwan",earthquake
1981-11-30T21:22:00.470Z,43.442,18.922,10,3.4,ml,,,,1.2,pde,pde19811130212200470_10,2013-03-16T00:02:03.782Z,"Bosnia and Herzegovina",earthquake
1981-11-30T17:49:48.940Z,39.455,26.429,10,,,,,,1,pde,pde19811130174948940_10,2013-03-16T00:02:03.756Z,"near the coast of western Turkey",earthquake
1981-11-30T15:42:28.210Z,-17.016,-69.848,133,5.4,mb,,,,0.9,pde,pde19811130154228210_133,2013-03-16T00:02:03.737Z,"Peru-Bolivia border region",earthquake
1981-11-30T15:34:24.010Z,-16.625,-172.876,33,4.7,mb,,,,0.8,pde,pde19811130153424010_33,2013-03-16T00:02:03.665Z,"Samoa Islands region",earthquake
1981-11-30T14:48:35.850Z,60.199,-147.842,33,3.8,ml,,,,1,pde,pde19811130144835850_33,2013-03-16T00:02:03.628Z,"Southern Alaska",earthquake
1981-11-30T10:29:27.950Z,36.516,20.992,34.4,4.2,mb,,,,0.9,pde,pde19811130102927950_34,2013-03-16T00:02:03.572Z,"central Mediterranean Sea",earthquake
1981-11-30T07:48:39.510Z,-5.15,-77.654,89.2,4.4,mb,,,,1.2,pde,pde19811130074839510_89,2013-03-16T00:02:03.570Z,"northern Peru",earthquake
1981-11-30T04:32:52.120Z,-17.822,-173.088,33,4.5,mb,,,,1.5,pde,pde19811130043252120_33,2013-03-16T00:02:03.566Z,"Tonga",earthquake
1981-11-30T04:29:30.770Z,63.411,-150.361,150.4,,,,,,0.2,pde,pde19811130042930770_150,2013-03-16T00:02:03.565Z,"Central Alaska",earthquake
1981-11-30T04:15:37.630Z,38.681,71.059,33,4.6,mb,,,,1.3,pde,pde19811130041537630_33,2013-03-16T00:02:03.560Z,"Tajikistan",earthquake
1981-11-30T02:41:59.940Z,-14.626,30.572,33,4.1,mb,,,,1.4,pde,pde19811130024159940_33,2013-03-16T00:02:03.556Z,"Zambia",earthquake
1981-11-30T01:14:45.810Z,58.32,-151.679,33,4,ml,,,,1,pde,pde19811130011445810_33,2013-03-16T00:02:03.554Z,"Kodiak Island region, Alaska",earthquake
1981-11-30T00:26:58.930Z,36.022,139.904,59.8,4.4,mb,,,,1.1,pde,pde19811130002658930_59,2013-03-16T00:02:03.552Z,"eastern Honshu, Japan",earthquake
1981-11-30T00:11:02.770Z,-31.75,-72.039,33,,,,,,1.1,pde,pde19811130001102770_33,2013-03-16T00:02:03.550Z,"offshore Coquimbo, Chile",earthquake
1981-11-29T23:37:32.640Z,40.836,48.078,44.7,5.1,mb,,,,1.1,pde,pde19811129233732640_44,2014-03-17T17:30:16.136Z,"Azerbaijan",earthquake
1981-11-29T23:30:48.190Z,-7.655,127.373,186.7,5.3,mb,,,,1,pde,pde19811129233048190_186,2013-03-16T00:02:03.522Z,"Kepulauan Barat Daya, Indonesia",earthquake
1981-11-29T22:27:54.450Z,63.085,-148.538,107.1,,,,,,0.4,pde,pde19811129222754450_107,2013-03-16T00:02:03.519Z,"Central Alaska",earthquake
1981-11-29T17:14:08.520Z,4.845,125.497,160.6,3.9,mb,,,,1.4,pde,pde19811129171408520_160,2013-03-16T00:02:03.474Z,"Kepulauan Sangihe, Indonesia",earthquake
1981-11-29T15:33:39.120Z,8.906,94.034,33,4.6,mb,,,,1.1,pde,pde19811129153339120_33,2013-03-16T00:02:03.472Z,"Nicobar Islands, India region",earthquake
1981-11-29T15:25:06.940Z,-22.413,170.79,35.8,4.9,mb,,,,1.1,pde,pde19811129152506940_35,2013-03-16T00:02:03.460Z,"southeast of the Loyalty Islands",earthquake
1981-11-29T13:22:43.140Z,-7.137,127.66,272.2,5.3,mb,,,,1.3,pde,pde19811129132243140_272,2013-03-16T00:02:03.457Z,"Kepulauan Barat Daya, Indonesia",earthquake
1981-11-29T11:06:35.020Z,29.871,128.936,261.4,4.7,mb,,,,0.9,pde,pde19811129110635020_261,2013-03-16T00:02:03.411Z,"northwest of the Ryukyu Islands, Japan",earthquake
1981-11-29T09:09:18.810Z,-5.597,147.6,169,5.2,mb,,,,0.9,pde,pde19811129090918810_169,2013-03-16T00:02:03.382Z,"eastern New Guinea region, Papua New Guinea",earthquake
1981-11-29T06:29:19.750Z,-10.454,161.148,64.6,4.4,mb,,,,1.2,pde,pde19811129062919750_64,2013-03-16T00:02:03.379Z,"Solomon Islands",earthquake
1981-11-29T05:22:40.790Z,42.395,14.357,10,3.2,ml,,,,0.9,pde,pde19811129052240790_10,2013-03-16T00:02:03.377Z,"central Italy",earthquake
1981-11-29T05:18:18.940Z,65.814,-145.164,33,3.2,ml,,,,0.6,pde,pde19811129051818940_33,2013-03-16T00:02:03.376Z,"northern Alaska",earthquake
1981-11-29T05:06:47.030Z,40.738,15.642,33,4.3,mb,,,,1.5,pde,pde19811129050647030_33,2013-03-16T00:02:03.369Z,"southern Italy",earthquake
1981-11-29T04:09:19.330Z,-6.292,148.993,33,4.1,mb,,,,1.4,pde,pde19811129040919330_33,2013-03-16T00:02:03.367Z,"New Britain region, Papua New Guinea",earthquake
1981-11-29T03:35:08.690Z,49.86,78.857,0,5.6,mb,,,,0.9,pde,pde19811129033508690_0,2013-03-16T00:02:03.348Z,"eastern Kazakhstan",earthquake
1981-11-29T03:32:22.610Z,43.44,18.826,10,3.7,ml,,,,1.1,pde,pde19811129033222610_10,2013-03-16T00:02:03.343Z,"Bosnia and Herzegovina",earthquake
1981-11-29T02:06:44.700Z,31.867,-116.683,8,3.3,ml,,,,,pde,pde19811129020644700_8,2013-03-16T00:02:03.339Z,"offshore Baja California, Mexico",earthquake
1981-11-29T01:47:20.600Z,31.883,-116.717,6,3,ml,,,,,pde,pde19811129014720600_6,2013-03-16T00:02:03.309Z,"offshore Baja California, Mexico",earthquake
