time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1991-01-31T12:49:48.750Z,-30.319,179.422,581.7,5.1,mb,,,,1.3,pde,pde19910131124948750_581,2013-03-16T00:28:50.036Z,"Kermadec Islands region",earthquake
1991-01-31T12:12:17.840Z,15.096,-61.163,10,2.4,ml,,,,0.8,pde,pde19910131121217840_10,2013-03-16T00:28:50.034Z,"Dominica region, Leeward Islands",earthquake
1991-01-31T12:09:08.720Z,23.574,93.037,33,4.6,mb,,,,0.6,pde,pde19910131120908720_33,2013-03-16T00:28:50.031Z,"Myanmar-India border region",earthquake
1991-01-31T09:38:27.340Z,44.864,7.609,10,2.3,ml,,,,1.1,pde,pde19910131093827340_10,2013-03-16T00:28:50.029Z,"northern Italy",earthquake
1991-01-31T08:52:50.580Z,44.354,9.675,10,3.1,ml,,,,0.9,pde,pde19910131085250580_10,2013-03-16T00:28:50.023Z,"northern Italy",earthquake
1991-01-31T08:47:51.800Z,32.983,-117.767,6,2.5,ml,,,,,pde,pde19910131084751800_6,2013-03-16T00:28:50.022Z,"Gulf of Santa Catalina, California",earthquake
1991-01-31T07:56:27.700Z,32.55,-115.467,6,3,ml,,,,,pde,pde19910131075627700_6,2013-03-16T00:28:50.020Z,"Baja California, Mexico",earthquake
1991-01-31T07:48:58.460Z,-7.435,127.951,146.5,5.2,mb,,,,1,pde,pde19910131074858460_146,2013-03-16T00:28:49.941Z,"Kepulauan Barat Daya, Indonesia",earthquake
1991-01-31T07:45:15.450Z,-13.169,166.777,113.1,4.8,mb,,,,1,pde,pde19910131074515450_113,2013-03-16T00:28:49.939Z,"Vanuatu",earthquake
1991-01-31T07:18:07.790Z,-14.604,-71.882,147.7,4.5,mb,,,,1.1,pde,pde19910131071807790_147,2013-03-16T00:28:49.937Z,"central Peru",earthquake
1991-01-31T06:44:10.770Z,-39.064,176.272,61.3,,,,,,0.7,pde,pde19910131064410770_61,2013-03-16T00:28:49.936Z,"North Island of New Zealand",earthquake
1991-01-31T06:13:10.700Z,5.307,32.606,10,4.6,mb,,,,1,pde,pde19910131061310700_10,2014-03-17T17:56:00.839Z,"Sudan",earthquake
1991-01-31T04:53:42.080Z,4.543,-76.78,33,2.7,md,,,,0.3,pde,pde19910131045342080_33,2013-03-16T00:28:49.932Z,"Colombia",earthquake
1991-01-31T04:42:35.420Z,59.9,-152.803,100.2,,,,,,,pde,pde19910131044235420_100,2013-03-16T00:28:49.929Z,"Southern Alaska",earthquake
1991-01-31T04:18:36.880Z,46.98,4.701,10,1.7,ml,,,,0.9,pde,pde19910131041836880_10,2013-03-16T00:28:49.927Z,"France",earthquake
1991-01-31T03:45:39.420Z,16.329,-61.378,26.6,4,mb,,,,1.1,pde,pde19910131034539420_26,2013-03-16T00:28:49.924Z,"Grande-Terre, Guadeloupe, Leeward Islands",earthquake
1991-01-31T03:10:51.840Z,42.424,19.743,10,2.1,ml,,,,0.5,pde,pde19910131031051840_10,2013-03-16T00:28:49.923Z,"Albania",earthquake
1991-01-31T02:27:52.380Z,-6.621,155.831,228,4.8,mb,,,,0.7,pde,pde19910131022752380_228,2013-03-16T00:28:49.921Z,"Bougainville region, Papua New Guinea",earthquake
1991-01-31T02:13:34.000Z,0.52,126.019,45,5.5,ms,193,,,,centennial,centennial19910131021334,2013-07-09T19:08:13.000Z,"Molucca Sea",earthquake
1991-01-31T01:37:00.400Z,63.842,-148.77,110.3,,,,,,,pde,pde19910131013700400_110,2013-03-16T00:28:49.897Z,"Central Alaska",earthquake
1991-01-31T01:03:12.540Z,45.696,14.124,10,1.9,md,,,,1.3,pde,pde19910131010312540_10,2013-03-16T00:28:49.895Z,"Slovenia",earthquake
1991-01-31T00:43:02.040Z,38.677,27.984,10,3.1,md,,,,0.9,pde,pde19910131004302040_10,2013-03-16T00:28:49.894Z,"western Turkey",earthquake
1991-01-31T00:39:06.800Z,36.04,-121.548,10,3.5,ml,,,,,pde,pde19910131003906800_10,2013-03-16T00:28:49.892Z,"Central California",earthquake
1991-01-31T00:08:47.320Z,34.855,124.036,33,4.1,mb,,,,1.2,pde,pde19910131000847320_33,2013-03-16T00:28:49.889Z,"Yellow Sea",earthquake
1991-01-31T00:05:09.190Z,4.951,-76.242,110,3.2,md,,,,0.6,pde,pde19910131000509190_110,2013-03-16T00:28:49.888Z,"Colombia",earthquake
1991-01-30T23:42:16.250Z,28.043,55.957,33,4.6,mb,,,,1.4,pde,pde19910130234216250_33,2013-03-16T00:28:49.886Z,"southern Iran",earthquake
1991-01-30T23:39:04.550Z,43.135,-0.537,10,2.4,ml,,,,0.6,pde,pde19910130233904550_10,2013-03-16T00:28:49.884Z,"Pyrenees",earthquake
1991-01-30T22:58:36.880Z,44.947,7.371,10,2,ml,,,,1.2,pde,pde19910130225836880_10,2013-03-16T00:28:49.882Z,"northern Italy",earthquake
1991-01-30T21:49:47.450Z,52.775,160.604,33,4.3,mb,,,,1,pde,pde19910130214947450_33,2013-03-16T00:28:49.880Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
1991-01-30T21:25:09.830Z,-6.066,149.232,88.7,4.6,mb,,,,0.7,pde,pde19910130212509830_88,2013-03-16T00:28:49.878Z,"New Britain region, Papua New Guinea",earthquake
1991-01-30T20:22:46.950Z,-12.313,165.959,59.8,4.6,mb,,,,1.1,pde,pde19910130202246950_59,2013-03-16T00:28:49.875Z,"Santa Cruz Islands",earthquake
1991-01-30T20:06:39.490Z,58.155,-136.914,0,4,mb,,,,,pde,pde19910130200639490_0,2013-03-16T00:28:49.873Z,"Southeastern Alaska",earthquake
1991-01-30T19:53:40.850Z,45.969,144.58,33,4.1,mb,,,,1.3,pde,pde19910130195340850_33,2013-03-16T00:28:49.871Z,"Hokkaido, Japan region",earthquake
1991-01-30T19:42:52.730Z,37.18,42.605,16.9,4.7,mb,,,,1.3,pde,pde19910130194252730_16,2013-03-16T00:28:49.703Z,"Turkey-Syria-Iraq border region",earthquake
1991-01-30T19:09:19.640Z,-38.476,176.212,162.9,,,,,,0.4,pde,pde19910130190919640_162,2013-03-16T00:28:49.699Z,"North Island of New Zealand",earthquake
1991-01-30T18:19:43.930Z,45.076,2.999,10,2.1,ml,,,,0.9,pde,pde19910130181943930_10,2013-03-16T00:28:49.697Z,"France",earthquake
1991-01-30T18:11:22.360Z,-31.421,-67.752,10,,,,,,1.1,pde,pde19910130181122360_10,2013-03-16T00:28:49.694Z,"San Juan, Argentina",earthquake
1991-01-30T18:08:52.820Z,24.191,125.368,33,4.4,mb,,,,1.1,pde,pde19910130180852820_33,2013-03-16T00:28:49.691Z,"southwestern Ryukyu Islands, Japan",earthquake
1991-01-30T18:02:44.130Z,59.85,-152.645,88.6,3.1,mb,,,,,pde,pde19910130180244130_88,2013-03-16T00:28:49.687Z,"Southern Alaska",earthquake
1991-01-30T17:55:05.440Z,-38.777,175.32,33,,,,,,1,pde,pde19910130175505440_33,2013-03-16T00:28:49.685Z,"North Island of New Zealand",earthquake
1991-01-30T17:50:14.600Z,56.369,-153.197,10,3.5,ml,,,,,pde,pde19910130175014600_10,2013-03-16T00:28:49.683Z,"Kodiak Island region, Alaska",earthquake
1991-01-30T14:25:35.070Z,-33.503,-72.259,10,,,,,,0.4,pde,pde19910130142535070_10,2013-03-16T00:28:49.681Z,"offshore Valparaiso, Chile",earthquake
1991-01-30T13:08:11.600Z,42.764,19.173,10,2,ml,,,,0.2,pde,pde19910130130811600_10,2013-03-16T00:28:49.679Z,"Montenegro",earthquake
1991-01-30T12:57:45.960Z,51.661,-167.769,33,4,mb,,,,1.1,pde,pde19910130125745960_33,2013-03-16T00:28:49.678Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1991-01-30T12:29:15.840Z,-6.118,130.499,141.7,5,mb,,,,1.3,pde,pde19910130122915840_141,2013-03-16T00:28:49.675Z,"Banda Sea",earthquake
1991-01-30T11:28:30.240Z,45.216,141.888,272.8,4.5,mb,,,,1,pde,pde19910130112830240_272,2013-03-16T00:28:49.672Z,"Hokkaido, Japan region",earthquake
1991-01-30T11:28:09.730Z,61.562,-149.947,49.2,3.5,ml,,,,,pde,pde19910130112809730_49,2013-03-16T00:28:49.667Z,"Southern Alaska",earthquake
1991-01-30T11:27:16.840Z,43.841,7.044,10,2,ml,,,,0.6,pde,pde19910130112716840_10,2013-03-16T00:28:49.665Z,"near the south coast of France",earthquake
1991-01-30T11:17:02.900Z,-7.317,106.729,33,5,mb,,,,1,pde,pde19910130111702900_33,2013-03-16T00:28:49.661Z,"Java, Indonesia",earthquake
1991-01-30T10:50:47.860Z,38.442,23.887,10,2.9,ml,,,,0.9,pde,pde19910130105047860_10,2013-03-16T00:28:49.660Z,"Greece",earthquake
1991-01-30T10:25:34.030Z,-14.538,167.509,33,,,,,,1,pde,pde19910130102534030_33,2013-03-16T00:28:49.659Z,"Vanuatu",earthquake
1991-01-30T09:36:34.400Z,-2.03,128.397,71.7,4.7,mb,,,,0.9,pde,pde19910130093634400_71,2013-03-16T00:28:49.657Z,"Ceram Sea, Indonesia",earthquake
1991-01-30T08:26:01.280Z,-33.546,-72.314,10,,,,,,0.5,pde,pde19910130082601280_10,2013-03-16T00:28:49.655Z,"offshore Valparaiso, Chile",earthquake
1991-01-30T07:52:01.060Z,52.288,160.619,33,4.3,mb,,,,0.3,pde,pde19910130075201060_33,2013-03-16T00:28:49.653Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
1991-01-30T07:43:42.940Z,64.394,-20.807,10,5.2,mw,,,,1,pde,pde19910130074342940_10,2013-03-16T00:28:49.641Z,"Iceland",earthquake
1991-01-30T06:30:36.560Z,40.175,34.001,20.7,4,mb,,,,0.9,pde,pde19910130063036560_20,2013-03-16T00:28:49.637Z,"central Turkey",earthquake
1991-01-30T05:51:06.610Z,5.094,-77.33,33,3.6,mb,,,,0.8,pde,pde19910130055106610_33,2013-03-16T00:28:49.636Z,"near the west coast of Colombia",earthquake
1991-01-30T05:09:08.010Z,29.118,51.391,21.8,4.5,mb,,,,1.3,pde,pde19910130050908010_21,2013-03-16T00:28:49.631Z,"southern Iran",earthquake
1991-01-30T04:28:54.680Z,57.53,-156.037,66.8,3.6,mb,,,,,pde,pde19910130042854680_66,2013-03-16T00:28:49.626Z,"Alaska Peninsula",earthquake
1991-01-30T02:17:53.570Z,39.726,30.875,10,2.7,md,,,,1.1,pde,pde19910130021753570_10,2013-03-16T00:28:49.611Z,"western Turkey",earthquake
1991-01-30T02:14:11.270Z,-36.837,176.914,33,,,,,,0.9,pde,pde19910130021411270_33,2013-03-16T00:28:49.609Z,"off the east coast of the North Island of New Zealand",earthquake
1991-01-30T01:50:18.580Z,39.574,28.83,10,3,md,,,,0.9,pde,pde19910130015018580_10,2013-03-16T00:28:49.606Z,"western Turkey",earthquake
1991-01-30T01:14:59.790Z,57.826,-156.512,128.7,3.9,mb,,,,,pde,pde19910130011459790_128,2013-03-16T00:28:49.541Z,"Alaska Peninsula",earthquake
1991-01-30T00:51:10.000Z,41.801,12.737,10,,,,,,0.3,pde,pde19910130005110000_10,2013-03-16T00:28:49.540Z,"southern Italy",earthquake
1991-01-30T00:02:46.200Z,-38.946,175.411,242,,,,,,0.2,pde,pde19910130000246200_242,2013-03-16T00:28:49.538Z,"North Island of New Zealand",earthquake
1991-01-29T22:46:40.520Z,12.887,-90.865,50.9,5.4,mw,,,,1,pde,pde19910129224640520_50,2013-03-16T00:28:49.516Z,"off the coast of Central America",earthquake
1991-01-29T22:31:33.770Z,39.057,28.755,10,2.6,md,,,,1,pde,pde19910129223133770_10,2013-03-16T00:28:49.515Z,"western Turkey",earthquake
1991-01-29T22:16:25.460Z,60.485,1.614,10,2.8,md,,,,1.4,pde,pde19910129221625460_10,2013-03-16T00:28:49.514Z,"North Sea",earthquake
1991-01-29T22:16:18.900Z,63.423,-151.194,13,,,,,,,pde,pde19910129221618900_13,2013-03-16T00:28:49.510Z,"Central Alaska",earthquake
1991-01-29T22:03:37.030Z,3.524,-76.533,10,2.4,md,,,,0.4,pde,pde19910129220337030_10,2013-03-16T00:28:49.509Z,"Colombia",earthquake
1991-01-29T21:57:47.720Z,17.27,121.508,10,,,,,,1.2,pde,pde19910129215747720_10,2013-03-16T00:28:49.508Z,"Luzon, Philippines",earthquake
1991-01-29T21:19:38.360Z,-41.883,171.517,28,3.5,ml,,,,0.7,pde,pde19910129211938360_28,2013-03-16T00:28:49.507Z,"South Island of New Zealand",earthquake
1991-01-29T20:43:16.130Z,37.523,26.845,10,3.8,ml,,,,1,pde,pde19910129204316130_10,2013-03-16T00:28:49.504Z,"Dodecanese Islands, Greece",earthquake
1991-01-29T20:24:40.720Z,46.045,2.889,10,1.2,ml,,,,1,pde,pde19910129202440720_10,2013-03-16T00:28:49.503Z,"France",earthquake
1991-01-29T20:19:16.020Z,18.889,-69.27,118.1,4.5,mb,,,,1.1,pde,pde19910129201916020_118,2013-03-16T00:28:49.501Z,"Dominican Republic",earthquake
1991-01-29T19:49:12.010Z,60.763,-147.878,2.9,,,,,,,pde,pde19910129194912010_2,2013-03-16T00:28:49.497Z,"Southern Alaska",earthquake
1991-01-29T19:42:35.340Z,-27.562,-176.317,33,5.1,mb,,,,1,pde,pde19910129194235340_33,2013-03-16T00:28:49.494Z,"Kermadec Islands region",earthquake
1991-01-29T18:48:55.760Z,-41.871,171.564,27.1,3.7,ml,,,,0.8,pde,pde19910129184855760_27,2013-03-16T00:28:49.492Z,"South Island of New Zealand",earthquake
1991-01-29T18:21:58.120Z,39.132,17.667,10,,,,,,1.2,pde,pde19910129182158120_10,2013-03-16T00:28:49.490Z,"southern Italy",earthquake
1991-01-29T17:45:22.600Z,-40.223,174.743,123.1,,,,,,1,pde,pde19910129174522600_123,2013-03-16T00:28:49.488Z,"Cook Strait, New Zealand",earthquake
1991-01-29T17:18:44.570Z,44.389,7.303,10,2.3,ml,,,,0.7,pde,pde19910129171844570_10,2013-03-16T00:28:49.487Z,"northern Italy",earthquake
1991-01-29T16:04:00.060Z,-14.998,-75.74,26.6,5.2,mw,,,,1.1,pde,pde19910129160400060_26,2013-03-16T00:28:49.475Z,"near the coast of central Peru",earthquake
1991-01-29T15:51:30.820Z,44.388,8.328,10,2.4,ml,,,,0.7,pde,pde19910129155130820_10,2013-03-16T00:28:49.473Z,"northern Italy",earthquake
1991-01-29T15:44:30.480Z,39.22,20.108,10,4,md,,,,0.9,pde,pde19910129154430480_10,2013-03-16T00:28:49.471Z,"Greece-Albania border region",earthquake
1991-01-29T14:57:41.590Z,42.309,15.583,14.6,3.2,ml,,,,1.1,pde,pde19910129145741590_14,2013-03-16T00:28:49.415Z,"Adriatic Sea",earthquake
1991-01-29T14:34:02.560Z,39.14,29.02,10,2.6,md,,,,0.2,pde,pde19910129143402560_10,2013-03-16T00:28:49.372Z,"western Turkey",earthquake
1991-01-29T14:19:11.380Z,15.351,-61.238,120,,,,,,0.3,pde,pde19910129141911380_120,2013-03-16T00:28:49.370Z,"Dominica region, Leeward Islands",earthquake
1991-01-29T14:11:02.610Z,-4.195,128.042,23.8,5.3,mb,,,,1.2,pde,pde19910129141102610_23,2013-03-16T00:28:49.339Z,"Banda Sea",earthquake
1991-01-29T13:37:20.200Z,63.112,-150.438,109,,,,,,,pde,pde19910129133720200_109,2013-03-16T00:28:49.333Z,"Central Alaska",earthquake
1991-01-29T12:42:41.590Z,-6.402,154.511,69,5,mb,,,,1.4,pde,pde19910129124241590_69,2013-03-16T00:28:49.331Z,"Bougainville region, Papua New Guinea",earthquake
1991-01-29T12:41:42.690Z,59.81,-152.743,87.5,,,,,,,pde,pde19910129124142690_87,2013-03-16T00:28:49.328Z,"Southern Alaska",earthquake
1991-01-29T12:37:07.140Z,42.718,19.219,10,1.6,ml,,,,0.3,pde,pde19910129123707140_10,2013-03-16T00:28:49.326Z,"Montenegro",earthquake
1991-01-29T10:12:21.930Z,-33.361,-72.05,43.7,4.9,mb,,,,1,pde,pde19910129101221930_43,2013-03-16T00:28:49.316Z,"offshore Valparaiso, Chile",earthquake
1991-01-29T10:08:28.080Z,44.214,7.432,10,2.1,ml,,,,0.7,pde,pde19910129100828080_10,2013-03-16T00:28:49.314Z,"northern Italy",earthquake
1991-01-29T09:48:15.980Z,-39.4,174.87,33,3,ml,,,,1.1,pde,pde19910129094815980_33,2013-03-16T00:28:49.312Z,"North Island of New Zealand",earthquake
1991-01-29T08:37:12.150Z,60.721,-152.338,96.9,,,,,,,pde,pde19910129083712150_96,2013-03-16T00:28:49.308Z,"Southern Alaska",earthquake
1991-01-29T08:35:25.850Z,-33.498,-72.248,36.4,4.5,mb,,,,1.1,pde,pde19910129083525850_36,2013-03-16T00:28:49.291Z,"offshore Valparaiso, Chile",earthquake
1991-01-29T08:31:14.560Z,14.129,144.862,169.6,4.3,mb,,,,0.8,pde,pde19910129083114560_169,2013-03-16T00:28:49.286Z,"Rota region, Northern Mariana Islands",earthquake
1991-01-29T08:27:23.510Z,61.305,-151.21,63,,,,,,,pde,pde19910129082723510_63,2013-03-16T00:28:49.281Z,"Southern Alaska",earthquake
1991-01-29T07:11:36.990Z,-5.54,151.772,57.2,5,mb,,,,1.1,pde,pde19910129071136990_57,2013-03-16T00:28:49.276Z,"New Britain region, Papua New Guinea",earthquake
1991-01-29T05:29:05.150Z,16.917,-85.542,43.6,5.4,mw,,,,1.1,pde,pde19910129052905150_43,2013-03-16T00:28:49.266Z,"north of Honduras",earthquake
1991-01-29T05:17:52.560Z,4.505,-76.248,110,2.7,md,,,,0.9,pde,pde19910129051752560_110,2013-03-16T00:28:49.264Z,"Colombia",earthquake
1991-01-29T04:32:51.060Z,-33.44,-72.119,42.3,4.7,mb,,,,1.1,pde,pde19910129043251060_42,2013-03-16T00:28:49.259Z,"offshore Valparaiso, Chile",earthquake
1991-01-29T03:43:21.450Z,39.126,29.125,10,3,md,,,,1,pde,pde19910129034321450_10,2013-03-16T00:28:49.258Z,"western Turkey",earthquake
1991-01-29T03:13:13.350Z,-44.159,94.223,10,5.6,mw,,,,1.2,pde,pde19910129031313350_10,2013-03-16T00:28:49.249Z,"southeast Indian Ridge",earthquake
1991-01-29T03:04:31.260Z,26.699,-44.635,10,4.5,mb,,,,1.2,pde,pde19910129030431260_10,2013-03-16T00:28:49.248Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-29T00:43:23.830Z,61.868,-147.852,34.2,,,,,,,pde,pde19910129004323830_34,2013-03-16T00:28:49.242Z,"Southern Alaska",earthquake
1991-01-28T22:28:05.550Z,38.429,112.684,33,5,mb,,,,1.1,pde,pde19910128222805550_33,2013-03-16T00:28:49.227Z,"Shanxi, China",earthquake
1991-01-28T22:24:46.690Z,26.029,95.292,33,5,mb,,,,1,pde,pde19910128222446690_33,2013-03-16T00:28:49.225Z,"Myanmar-India border region",earthquake
1991-01-28T21:56:42.470Z,3.953,-76.321,110,2.5,md,,,,0.5,pde,pde19910128215642470_110,2013-03-16T00:28:49.224Z,"Colombia",earthquake
1991-01-28T21:48:24.060Z,26.549,-44.868,10,4.4,mb,,,,1.4,pde,pde19910128214824060_10,2013-03-16T00:28:49.223Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-28T21:30:14.970Z,2.878,-79.399,33,4.1,md,,,,0.3,pde,pde19910128213014970_33,2013-03-16T00:28:49.221Z,"south of Panama",earthquake
1991-01-28T21:02:56.530Z,36.087,31.449,10,3.6,md,,,,1.1,pde,pde19910128210256530_10,2013-03-16T00:28:49.219Z,"western Turkey",earthquake
1991-01-28T20:24:59.620Z,40.143,29.301,10,2.7,md,,,,1,pde,pde19910128202459620_10,2013-03-16T00:28:49.218Z,"western Turkey",earthquake
1991-01-28T20:09:06.870Z,49.163,6.876,10,2.3,md,,,,0.7,pde,pde19910128200906870_10,2013-03-16T00:28:49.216Z,"Germany",earthquake
1991-01-28T19:15:57.260Z,26.745,-44.602,10,4.8,mb,,,,0.8,pde,pde19910128191557260_10,2013-03-16T00:28:49.210Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-28T19:11:06.720Z,5.555,95.518,133.3,4.7,mb,,,,0.9,pde,pde19910128191106720_133,2013-03-16T00:28:49.204Z,"northern Sumatra, Indonesia",earthquake
1991-01-28T18:09:25.640Z,30.573,129.009,33,5.6,mb,,,,1.3,pde,pde19910128180925640_33,2013-03-16T00:28:49.195Z,"Kyushu, Japan",earthquake
1991-01-28T18:02:10.080Z,34.025,73.798,33,5.2,mb,,,,0.5,pde,pde19910128180210080_33,2013-03-16T00:28:49.193Z,"Pakistan",earthquake
1991-01-28T18:00:55.000Z,-41.97,171.769,19.3,5.8,,,,,,atlas,atlas19910128180055,2014-04-07T20:37:49.568Z,"South Island of New Zealand",earthquake
1991-01-28T18:00:54.000Z,-41.97,171.767,18.4,5.7,ms,138,,,,centennial,centennial19910128180054,2014-03-18T03:07:52.560Z,"South Island of New Zealand",earthquake
1991-01-28T16:32:07.410Z,26.78,-44.562,10,4.8,mb,,,,0.8,pde,pde19910128163207410_10,2013-03-16T00:28:49.161Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-28T16:28:59.760Z,61.569,-149.847,48.2,,,,,,,pde,pde19910128162859760_48,2013-03-16T00:28:49.157Z,"Southern Alaska",earthquake
1991-01-28T16:26:38.080Z,26.743,-44.575,10,5,mb,,,,1,pde,pde19910128162638080_10,2013-03-16T00:28:49.148Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-28T15:59:52.960Z,2.37,-76.396,10,2.7,md,,,,0.1,pde,pde19910128155952960_10,2013-03-16T00:28:49.147Z,"Colombia",earthquake
1991-01-28T15:44:29.320Z,38.95,20.322,10.2,3.8,mb,,,,1,pde,pde19910128154429320_10,2013-03-16T00:28:49.143Z,"Greece",earthquake
1991-01-28T15:37:36.050Z,49.885,5.016,10,2.6,ml,,,,1.2,pde,pde19910128153736050_10,2013-03-16T00:28:49.141Z,"Belgium",earthquake
1991-01-28T13:35:44.250Z,39.705,25.924,10,3.4,md,,,,0.3,pde,pde19910128133544250_10,2013-03-16T00:28:49.139Z,"Aegean Sea",earthquake
1991-01-28T13:12:55.260Z,39.743,25.609,10,3.5,md,,,,0.7,pde,pde19910128131255260_10,2013-03-16T00:28:49.138Z,"Aegean Sea",earthquake
1991-01-28T12:58:49.000Z,-41.967,171.772,27.1,5.5,ms,130,,,,centennial,centennial19910128125849,2014-04-07T20:37:28.481Z,"South Island of New Zealand",earthquake
1991-01-28T12:40:08.180Z,41.875,-112.588,8.7,3.1,ml,,,,,pde,pde19910128124008180_8,2013-03-16T00:28:49.113Z,"Utah",earthquake
1991-01-28T12:33:10.530Z,-15.064,166.962,123.4,4.6,mb,,,,1.1,pde,pde19910128123310530_123,2013-03-16T00:28:49.109Z,"Vanuatu",earthquake
1991-01-28T11:41:45.650Z,17.158,121.622,10,,,,,,1.1,pde,pde19910128114145650_10,2013-03-16T00:28:49.108Z,"Luzon, Philippines",earthquake
1991-01-28T11:16:51.370Z,41.095,22.439,10,,,,,,0.4,pde,pde19910128111651370_10,2013-03-16T00:28:49.106Z,"Macedonia region",earthquake
1991-01-28T11:12:59.210Z,46.573,1.502,9.6,3,ml,,,,0.7,pde,pde19910128111259210_9,2013-03-16T00:28:49.102Z,"France",earthquake
1991-01-28T10:58:08.750Z,41.108,22.445,9.2,,,,,,0.8,pde,pde19910128105808750_9,2013-03-16T00:28:49.097Z,"Macedonia region",earthquake
1991-01-28T10:24:06.150Z,57.605,-138.06,10,,,,,,,pde,pde19910128102406150_10,2013-03-16T00:28:49.095Z,"off the coast of Southeastern Alaska",earthquake
1991-01-28T10:19:53.600Z,3.559,-82.848,33,4.1,mb,,,,1.1,pde,pde19910128101953600_33,2013-03-16T00:28:49.092Z,"south of Panama",earthquake
1991-01-28T10:09:41.600Z,41.112,22.417,10,1.7,ml,,,,0.4,pde,pde19910128100941600_10,2013-03-16T00:28:49.064Z,"Macedonia region",earthquake
1991-01-28T10:01:12.440Z,41.112,22.46,10,3.5,ml,,,,1,pde,pde19910128100112440_10,2013-03-16T00:28:49.059Z,"Macedonia region",earthquake
1991-01-28T09:50:48.800Z,-31.424,-69.282,117.8,4,mb,,,,1.1,pde,pde19910128095048800_117,2013-03-16T00:28:49.056Z,"San Juan, Argentina",earthquake
1991-01-28T09:46:10.070Z,27.063,-44.515,10,4.5,mb,,,,0.6,pde,pde19910128094610070_10,2013-03-16T00:28:49.050Z,"northern Mid-Atlantic Ridge",earthquake
1991-01-28T09:20:24.170Z,49.086,7.215,10,,,,,,1.2,pde,pde19910128092024170_10,2013-03-16T00:28:49.049Z,"Germany",earthquake
1991-01-28T09:10:22.120Z,38.028,30.473,10,3.1,md,,,,1.5,pde,pde19910128091022120_10,2013-03-16T00:28:49.047Z,"western Turkey",earthquake
