time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1986-07-31T20:38:11.700Z,27.802,142.595,51.4,4.7,mb,,,,0.9,pde,pde19860731203811700_51,2013-03-16T00:16:45.122Z,"Bonin Islands, Japan region",earthquake
1986-07-31T20:26:08.880Z,38.001,30.648,10,,,,,,1.3,pde,pde19860731202608880_10,2013-03-16T00:16:45.121Z,"western Turkey",earthquake
1986-07-31T19:33:58.420Z,-52.421,18.099,10,5.3,mw,,,,1.1,pde,pde19860731193358420_10,2013-03-16T00:16:45.116Z,"southwest of Africa",earthquake
1986-07-31T19:13:31.190Z,53.443,-167.171,33,4.7,mb,,,,1.2,pde,pde19860731191331190_33,2013-03-16T00:16:45.112Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1986-07-31T18:43:21.980Z,38.212,20.095,10,3.8,ml,,,,1.5,pde,pde19860731184321980_10,2013-03-16T00:16:45.110Z,"Greece",earthquake
1986-07-31T18:43:15.290Z,-9.508,120.998,193.5,,,,,,0.5,pde,pde19860731184315290_193,2013-03-16T00:16:45.109Z,"Sumba region, Indonesia",earthquake
1986-07-31T18:31:03.750Z,-1.768,128.701,33,4,mb,,,,0.8,pde,pde19860731183103750_33,2013-03-16T00:16:45.108Z,"Kepulauan Obi, Indonesia",earthquake
1986-07-31T18:30:35.990Z,-52.353,18.512,10,4.9,mb,,,,1.4,pde,pde19860731183035990_10,2013-03-16T00:16:45.105Z,"southwest of Africa",earthquake
1986-07-31T18:13:40.000Z,32.95,-117.82,6,3.2,ml,,,,,pde,pde19860731181340000_6,2013-03-16T00:16:45.103Z,"Gulf of Santa Catalina, California",earthquake
1986-07-31T17:21:01.260Z,60.048,-140.718,6.9,,,,,,,pde,pde19860731172101260_6,2013-03-16T00:16:45.101Z,"Southern Yukon Territory, Canada",earthquake
1986-07-31T16:06:27.660Z,45.551,25.467,10,,,,,,1.1,pde,pde19860731160627660_10,2013-03-16T00:16:45.100Z,"Romania",earthquake
1986-07-31T15:58:21.200Z,-24.586,-70.544,98.9,,,,,,1.3,pde,pde19860731155821200_98,2013-03-16T00:16:45.098Z,"Antofagasta, Chile",earthquake
1986-07-31T15:19:28.000Z,40.268,-124.407,5,3.2,ml,,,,,pde,pde19860731151928000_5,2013-03-16T00:16:45.097Z,"offshore Northern California",earthquake
1986-07-31T14:50:55.520Z,-10.565,113.644,33,4.2,mb,,,,0.6,pde,pde19860731145055520_33,2013-03-16T00:16:45.095Z,"south of Java, Indonesia",earthquake
1986-07-31T14:17:23.380Z,14.196,-92.769,33,,,,,,1,pde,pde19860731141723380_33,2013-03-16T00:16:45.094Z,"offshore Chiapas, Mexico",earthquake
1986-07-31T14:05:23.520Z,-10.191,114.116,33,4.4,mb,,,,1.5,pde,pde19860731140523520_33,2013-03-16T00:16:45.092Z,"south of Bali, Indonesia",earthquake
1986-07-31T14:04:34.520Z,60.797,-149.614,45,3.7,ml,,,,,pde,pde19860731140434520_45,2013-03-16T00:16:45.088Z,"Kenai Peninsula, Alaska",earthquake
1986-07-31T13:30:43.210Z,-19.936,-173.853,33,4.6,mb,,,,1,pde,pde19860731133043210_33,2013-03-16T00:16:45.084Z,"Tonga",earthquake
1986-07-31T13:12:14.500Z,58.314,6.214,10,2.2,md,,,,0.7,pde,pde19860731131214500_10,2013-03-16T00:16:45.083Z,"southern Norway",earthquake
1986-07-31T12:26:10.760Z,42.765,17.964,10,4.2,ml,,,,1.4,pde,pde19860731122610760_10,2013-03-16T00:16:45.078Z,"Croatia",earthquake
1986-07-31T11:36:35.450Z,24.829,122.761,33,5.3,mw,,,,1.2,pde,pde19860731113635450_33,2013-03-16T00:16:45.073Z,"Taiwan region",earthquake
1986-07-31T11:25:49.840Z,37.572,-118.411,10,3.1,ml,,,,0.4,pde,pde19860731112549840_10,2013-03-16T00:16:45.071Z,"Central California",earthquake
1986-07-31T11:14:01.170Z,-52.547,18.608,10,5,mb,,,,0.7,pde,pde19860731111401170_10,2013-03-16T00:16:45.029Z,"southwest of Africa",earthquake
1986-07-31T10:57:09.320Z,-5.761,150.556,90.4,4.7,mb,,,,1.2,pde,pde19860731105709320_90,2013-03-16T00:16:45.026Z,"New Britain region, Papua New Guinea",earthquake
1986-07-31T10:06:38.860Z,-31.291,-67.47,33,,,,,,1.1,pde,pde19860731100638860_33,2013-03-16T00:16:45.025Z,"San Juan, Argentina",earthquake
1986-07-31T09:37:24.020Z,-52.566,18.43,10,5.5,mw,,,,1.4,pde,pde19860731093724020_10,2013-03-16T00:16:45.018Z,"southwest of Africa",earthquake
1986-07-31T09:33:14.300Z,61.767,-149.567,41.4,3.2,ml,,,,,pde,pde19860731093314300_41,2013-03-16T00:16:45.015Z,"Southern Alaska",earthquake
1986-07-31T09:16:32.490Z,60.717,-151.044,50.3,,,,,,,pde,pde19860731091632490_50,2013-03-16T00:16:45.012Z,"Kenai Peninsula, Alaska",earthquake
1986-07-31T08:15:39.420Z,37.516,-118.307,10,4,ml,,,,0.7,pde,pde19860731081539420_10,2013-03-16T00:16:45.009Z,"Central California",earthquake
1986-07-31T08:10:42.760Z,37.458,-118.294,10,3.8,ml,,,,0.6,pde,pde19860731081042760_10,2013-03-16T00:16:45.006Z,"Central California",earthquake
1986-07-31T07:51:42.900Z,33.97,-116.57,7,3.3,ml,,,,,pde,pde19860731075142900_7,2013-03-16T00:16:44.974Z,"Southern California",earthquake
1986-07-31T07:50:46.030Z,37.506,-118.311,5,3.8,ml,,,,0.9,pde,pde19860731075046030_5,2013-03-16T00:16:44.972Z,"Central California",earthquake
1986-07-31T07:36:02.400Z,37.472,-118.397,4,4,ml,,,,,pde,pde19860731073602400_4,2013-03-16T00:16:44.969Z,"Central California",earthquake
1986-07-31T07:28:03.800Z,37.53,-118.42,6,4.5,ml,,,,,pde,pde19860731072803800_6,2013-03-16T00:16:44.967Z,"Central California",earthquake
1986-07-31T07:22:43.000Z,37.456,-118.401,15,5.5,,,,,,atlas,atlas19860731072243,2014-04-07T20:26:35.544Z,"Central California",earthquake
1986-07-31T07:22:40.210Z,37.463,-118.374,5,5.5,mw,,,,1,pde,pde19860731072240210_5,2014-03-18T01:10:42.567Z,"Central California",earthquake
1986-07-31T05:58:25.630Z,-33.556,-72.117,33,,,,,,1,pde,pde19860731055825630_33,2013-03-16T00:16:44.932Z,"offshore Valparaiso, Chile",earthquake
1986-07-31T05:36:26.210Z,42.356,20.014,10,2.4,ml,,,,0.6,pde,pde19860731053626210_10,2013-03-16T00:16:44.931Z,"Albania",earthquake
1986-07-31T04:50:14.200Z,34.01,-116.63,10,3.1,ml,,,,,pde,pde19860731045014200_10,2013-03-16T00:16:44.930Z,"Southern California",earthquake
1986-07-31T04:00:20.360Z,-52.515,18.608,10,5.2,mw,,,,1.3,pde,pde19860731040020360_10,2013-03-16T00:16:44.926Z,"southwest of Africa",earthquake
1986-07-31T03:53:50.290Z,42.358,19.991,10,2.4,ml,,,,0.4,pde,pde19860731035350290_10,2013-03-16T00:16:44.922Z,"Albania",earthquake
1986-07-31T03:25:29.920Z,-33.576,-72.716,33,,,,,,0.8,pde,pde19860731032529920_33,2013-03-16T00:16:44.920Z,"offshore Valparaiso, Chile",earthquake
1986-07-31T02:53:58.860Z,-52.546,18.012,10,5,mb,,,,1.5,pde,pde19860731025358860_10,2013-03-16T00:16:44.918Z,"southwest of Africa",earthquake
1986-07-31T01:17:26.490Z,62.346,-151.03,75.6,,,,,,,pde,pde19860731011726490_75,2013-03-16T00:16:44.915Z,"Central Alaska",earthquake
1986-07-31T00:45:53.520Z,45.65,4.863,10,2.9,ml,,,,1.2,pde,pde19860731004553520_10,2013-03-16T00:16:44.912Z,"France",earthquake
1986-07-31T00:18:07.050Z,-52.381,18.531,10,4.8,mb,,,,1,pde,pde19860731001807050_10,2013-03-16T00:16:44.910Z,"southwest of Africa",earthquake
1986-07-31T00:12:42.590Z,-52.512,18.494,10,5.3,mw,,,,1.1,pde,pde19860731001242590_10,2013-03-16T00:16:44.885Z,"southwest of Africa",earthquake
1986-07-30T23:35:53.520Z,-52.436,18.337,10,5,mb,,,,1.1,pde,pde19860730233553520_10,2013-03-16T00:16:44.882Z,"southwest of Africa",earthquake
1986-07-30T23:35:45.060Z,37.256,19.842,10,3.6,ml,,,,0.6,pde,pde19860730233545060_10,2013-03-16T00:16:44.864Z,"Ionian Sea",earthquake
1986-07-30T23:02:32.170Z,18.852,-69.814,90.3,4.7,mb,,,,0.8,pde,pde19860730230232170_90,2013-03-16T00:16:44.855Z,"Dominican Republic",earthquake
1986-07-30T22:58:40.470Z,-52.556,17.927,10,5.7,mw,,,,1.1,pde,pde19860730225840470_10,2013-03-16T00:16:44.851Z,"southwest of Africa",earthquake
