time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1990-04-30T23:35:55.620Z,49.151,-2.049,21.7,4.2,ml,,,,0.8,pde,pde19900430233555620_21,2013-03-16T00:26:40.668Z,"Channel Islands region, United Kingdom",earthquake
1990-04-30T23:32:45.830Z,36.191,100.167,10,4.5,mb,,,,1.2,pde,pde19900430233245830_10,2013-03-16T00:26:40.665Z,"northern Qinghai, China",earthquake
1990-04-30T23:07:02.390Z,39.184,20.305,10,2.9,ml,,,,1.2,pde,pde19900430230702390_10,2013-03-16T00:26:40.663Z,"Greece-Albania border region",earthquake
1990-04-30T22:20:40.700Z,69.204,-145.559,11.7,4.2,mb,,,,,pde,pde19900430222040700_11,2013-03-16T00:26:40.660Z,"northern Alaska",earthquake
1990-04-30T22:18:20.880Z,-13.327,-76.602,52.1,4.5,mb,,,,1.1,pde,pde19900430221820880_52,2013-03-16T00:26:40.655Z,"near the coast of central Peru",earthquake
1990-04-30T21:39:01.600Z,41.574,20.301,10,2.4,ml,,,,1.2,pde,pde19900430213901600_10,2013-03-16T00:26:40.654Z,"Albania",earthquake
1990-04-30T21:17:21.690Z,39.245,29.532,10,,,,,,1.6,pde,pde19900430211721690_10,2013-03-16T00:26:40.653Z,"western Turkey",earthquake
1990-04-30T21:15:33.650Z,61.709,-150.788,61.7,,,,,,,pde,pde19900430211533650_61,2013-03-16T00:26:40.649Z,"Southern Alaska",earthquake
1990-04-30T21:03:39.820Z,10.426,-61.085,33,2.8,md,,,,0.2,pde,pde19900430210339820_33,2013-03-16T00:26:40.648Z,"Trinidad, Trinidad and Tobago",earthquake
1990-04-30T21:00:26.830Z,36.882,71.484,159.1,4.2,mb,,,,0.6,pde,pde19900430210026830_159,2013-03-16T00:26:40.644Z,"Hindu Kush region, Afghanistan",earthquake
1990-04-30T19:51:57.440Z,38.805,22.106,10,2.9,ml,,,,0.8,pde,pde19900430195157440_10,2013-03-16T00:26:40.612Z,"Greece",earthquake
1990-04-30T19:39:26.100Z,37.062,-121.908,14,2.6,ml,,,,,pde,pde19900430193926100_14,2013-03-16T00:26:40.569Z,"Northern California",earthquake
1990-04-30T19:35:32.190Z,46.149,14.046,10,1.8,ml,,,,0.8,pde,pde19900430193532190_10,2013-03-16T00:26:40.568Z,"Slovenia",earthquake
1990-04-30T19:35:31.800Z,37.068,-121.91,14,2.7,ml,,,,,pde,pde19900430193531800_14,2013-03-16T00:26:40.566Z,"Northern California",earthquake
1990-04-30T19:13:44.790Z,44.478,8.801,10,2.4,ml,,,,0.8,pde,pde19900430191344790_10,2013-03-16T00:26:40.564Z,"northern Italy",earthquake
1990-04-30T18:33:57.450Z,44.53,8.788,10,2.7,ml,,,,0.8,pde,pde19900430183357450_10,2013-03-16T00:26:40.561Z,"northern Italy",earthquake
1990-04-30T18:16:08.180Z,15.944,-60.824,33,2.9,ml,,,,0.3,pde,pde19900430181608180_33,2013-03-16T00:26:40.559Z,"Guadeloupe region, Leeward Islands",earthquake
1990-04-30T18:08:30.040Z,-25.14,-112.481,10,5.6,mw,,,,1.1,pde,pde19900430180830040_10,2013-03-16T00:26:40.553Z,"Easter Island region",earthquake
1990-04-30T18:00:16.970Z,7.329,94.308,20.8,5.6,mw,,,,1,pde,pde19900430180016970_20,2013-03-16T00:26:40.530Z,"Nicobar Islands, India region",earthquake
1990-04-30T17:29:31.250Z,-37.028,-73.339,33,,,,,,0.9,pde,pde19900430172931250_33,2013-03-16T00:26:40.529Z,"offshore Bio-Bio, Chile",earthquake
1990-04-30T16:39:19.110Z,7.359,94.425,33,4.2,mb,,,,1.1,pde,pde19900430163919110_33,2013-03-16T00:26:40.527Z,"Nicobar Islands, India region",earthquake
1990-04-30T16:11:47.310Z,59.352,6.067,10,1.9,md,,,,0.6,pde,pde19900430161147310_10,2013-03-16T00:26:40.526Z,"southern Norway",earthquake
1990-04-30T15:50:32.980Z,36.34,100.265,10,4.4,mb,,,,0.6,pde,pde19900430155032980_10,2013-03-16T00:26:40.524Z,"northern Qinghai, China",earthquake
1990-04-30T15:23:09.560Z,43.81,7.782,10,,,,,,0.2,pde,pde19900430152309560_10,2013-03-16T00:26:40.523Z,"near the south coast of France",earthquake
1990-04-30T15:18:06.200Z,41.253,14.873,10,,,,,,1.3,pde,pde19900430151806200_10,2013-03-16T00:26:40.508Z,"southern Italy",earthquake
1990-04-30T14:26:27.040Z,8.802,126.054,116.6,5.2,mw,,,,1,pde,pde19900430142627040_116,2013-03-16T00:26:40.474Z,"Mindanao, Philippines",earthquake
1990-04-30T12:29:42.780Z,61.701,-150.128,44.4,,,,,,,pde,pde19900430122942780_44,2013-03-16T00:26:40.471Z,"Southern Alaska",earthquake
1990-04-30T12:28:39.720Z,36.201,99.864,33,4.8,mb,,,,1.2,pde,pde19900430122839720_33,2013-03-16T00:26:40.467Z,"northern Qinghai, China",earthquake
1990-04-30T07:19:35.090Z,38.465,12.511,10,,,,,,1,pde,pde19900430071935090_10,2013-03-16T00:26:40.466Z,"Sicily, Italy",earthquake
1990-04-30T06:58:20.540Z,1.211,123.338,33,4.3,mb,,,,1.3,pde,pde19900430065820540_33,2013-03-16T00:26:40.464Z,"Minahasa, Sulawesi, Indonesia",earthquake
1990-04-30T05:54:42.000Z,-54.336,1.343,7.1,5.9,ms,150,,,,centennial,centennial19900430055442,2013-07-09T19:08:10.000Z,"Bouvet Island region",earthquake
1990-04-30T05:15:13.150Z,-31.541,-70.323,146,,,,,,0.3,pde,pde19900430051513150_146,2013-03-16T00:26:40.446Z,"San Juan, Argentina",earthquake
1990-04-30T05:15:00.260Z,-17.317,-72.761,33,4.8,mb,,,,0.7,pde,pde19900430051500260_33,2013-03-16T00:26:40.444Z,"near the coast of southern Peru",earthquake
1990-04-30T04:55:11.190Z,40.395,27.421,10,,,,,,0.9,pde,pde19900430045511190_10,2013-03-16T00:26:40.442Z,"western Turkey",earthquake
1990-04-30T04:54:13.520Z,39.97,142.735,60.6,4.7,mb,,,,1,pde,pde19900430045413520_60,2013-03-16T00:26:40.437Z,"near the east coast of Honshu, Japan",earthquake
1990-04-30T04:24:26.030Z,-30.254,116.819,10,,,,,,1.4,pde,pde19900430042426030_10,2013-03-16T00:26:40.436Z,"Western Australia",earthquake
1990-04-30T04:21:44.940Z,-31.174,-67.957,102.6,,,,,,0.1,pde,pde19900430042144940_102,2013-03-16T00:26:40.434Z,"San Juan, Argentina",earthquake
1990-04-30T04:19:29.580Z,-30.555,116.813,10,,,,,,0.4,pde,pde19900430041929580_10,2013-03-16T00:26:40.433Z,"Western Australia",earthquake
1990-04-30T03:57:47.430Z,17.846,-101.098,98.6,3.3,mb,,,,1.2,pde,pde19900430035747430_98,2013-03-16T00:26:40.432Z,"Guerrero, Mexico",earthquake
1990-04-30T03:54:25.000Z,41.22,14.872,10,,,,,,0.3,pde,pde19900430035425000_10,2013-03-16T00:26:40.431Z,"southern Italy",earthquake
1990-04-30T03:44:23.300Z,62.023,-124.26,10,3.9,ml,,,,,pde,pde19900430034423300_10,2013-03-16T00:26:40.430Z,"Northwest Territories, Canada",earthquake
1990-04-30T02:50:49.490Z,40.557,23.568,10,,,,,,0.6,pde,pde19900430025049490_10,2013-03-16T00:26:40.428Z,"Greece",earthquake
1990-04-30T02:49:16.190Z,-3.233,129.331,96.9,4.7,mb,,,,1,pde,pde19900430024916190_96,2013-03-16T00:26:40.426Z,"Seram, Indonesia",earthquake
1990-04-30T02:40:04.020Z,-6.487,130.18,153.6,4.6,mb,,,,0.8,pde,pde19900430024004020_153,2013-03-16T00:26:40.424Z,"Banda Sea",earthquake
1990-04-30T02:30:56.750Z,39.931,142.932,44.7,5,mb,,,,0.8,pde,pde19900430023056750_44,2013-03-16T00:26:40.414Z,"near the east coast of Honshu, Japan",earthquake
1990-04-30T01:55:57.570Z,26.437,93.318,33,5.3,mb,,,,1.2,pde,pde19900430015557570_33,2013-03-16T00:26:40.413Z,"Assam, India",earthquake
1990-04-30T01:38:59.140Z,-17.26,-72.781,30.7,5.1,mb,,,,1.4,pde,pde19900430013859140_30,2013-03-16T00:26:40.402Z,"near the coast of southern Peru",earthquake
1990-04-30T01:15:43.220Z,16.179,-61.438,23.1,1.9,ml,,,,0.3,pde,pde19900430011543220_23,2013-03-16T00:26:40.401Z,"Guadeloupe region, Leeward Islands",earthquake
1990-04-30T00:23:24.570Z,40.449,142.352,33,4.2,mb,,,,0.9,pde,pde19900430002324570_33,2013-03-16T00:26:40.400Z,"near the east coast of Honshu, Japan",earthquake
1990-04-29T23:34:30.140Z,43.102,-0.548,10,1,md,,,,1,pde,pde19900429233430140_10,2013-03-16T00:26:40.398Z,"Pyrenees",earthquake
1990-04-29T23:33:17.660Z,40.434,142.278,33,4.7,mb,,,,0.8,pde,pde19900429233317660_33,2013-03-16T00:26:40.386Z,"near the east coast of Honshu, Japan",earthquake
