time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1982-03-31T22:27:47.940Z,39.505,21.127,10,3.7,mb,,,,1,pde,pde19820331222747940_10,2013-03-16T00:02:46.677Z,"Greece",earthquake
1982-03-31T21:02:20.000Z,47,-66.6,5,5,mb,,,,,pde,pde19820331210220000_5,2014-03-17T17:31:07.541Z,"New Brunswick, Canada",earthquake
1982-03-31T20:22:38.660Z,39.875,24.38,10,3.4,mb,,,,0.8,pde,pde19820331202238660_10,2013-03-16T00:02:46.628Z,"Aegean Sea",earthquake
1982-03-31T20:02:23.900Z,35.717,-118.4,9,2.9,ml,,,,,pde,pde19820331200223900_9,2013-03-16T00:02:46.626Z,"Central California",earthquake
1982-03-31T16:53:20.720Z,-16.305,27.32,33,,,,,,1.1,pde,pde19820331165320720_33,2013-03-16T00:02:46.624Z,"Zambia",earthquake
1982-03-31T16:11:38.140Z,-31.456,-68.908,115.8,,,,,,1.1,pde,pde19820331161138140_115,2013-03-16T00:02:46.622Z,"San Juan, Argentina",earthquake
1982-03-31T16:08:36.180Z,-31.881,-70.054,116.8,,,,,,0.5,pde,pde19820331160836180_116,2013-03-16T00:02:46.621Z,"San Juan, Argentina",earthquake
1982-03-31T13:28:00.650Z,-9.327,110.314,39.6,4.9,mb,,,,1.2,pde,pde19820331132800650_39,2013-03-16T00:02:46.592Z,"south of Java, Indonesia",earthquake
1982-03-31T12:36:23.080Z,-0.926,100.294,60.2,4.8,mb,,,,1.3,pde,pde19820331123623080_60,2013-03-16T00:02:46.588Z,"southern Sumatra, Indonesia",earthquake
1982-03-31T12:28:14.890Z,39.399,29.083,10,,,,,,1.2,pde,pde19820331122814890_10,2013-03-16T00:02:46.586Z,"western Turkey",earthquake
1982-03-31T11:24:15.840Z,59.304,-152.224,82.1,,,,,,0.3,pde,pde19820331112415840_82,2013-03-16T00:02:46.585Z,"Southern Alaska",earthquake
1982-03-31T10:54:52.730Z,-4.806,144.699,111.5,,,,,,1.4,pde,pde19820331105452730_111,2013-03-16T00:02:46.583Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1982-03-31T10:37:47.160Z,-22.712,-66.688,203.4,4.5,mb,,,,1.3,pde,pde19820331103747160_203,2013-03-16T00:02:46.579Z,"Jujuy, Argentina",earthquake
1982-03-31T06:12:22.890Z,8.556,122.954,33,,,,,,0.6,pde,pde19820331061222890_33,2013-03-16T00:02:46.577Z,"Mindanao, Philippines",earthquake
