time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2001-09-30T23:24:06.740Z,-30.493,116.996,10,2.6,ml,6,,,1.11,pde,pde20010930232406740_10,2013-03-16T01:06:59.141Z,"Western Australia",earthquake
2001-09-30T23:06:33.250Z,11.212,93.496,150,,,10,,,0.43,pde,pde20010930230633250_150,2013-03-16T01:06:59.137Z,"Andaman Islands, India region",earthquake
2001-09-30T22:07:41.850Z,-31.62,-69.694,100,3.8,md,17,,,0.84,pde,pde20010930220741850_100,2013-03-16T01:06:59.134Z,"San Juan, Argentina",earthquake
2001-09-30T21:49:32.030Z,39.857,20.493,10,3.2,ml,17,,,1.23,pde,pde20010930214932030_10,2013-03-16T01:06:59.132Z,"Greece-Albania border region",earthquake
2001-09-30T21:27:25.650Z,-20.885,-178.486,600,4.8,mb,130,,,1.16,pde,pde20010930212725650_600,2013-03-16T01:06:59.107Z,"Fiji region",earthquake
2001-09-30T19:23:29.040Z,-7.516,117.393,313,4.9,mb,66,,,0.96,pde,pde20010930192329040_313,2013-03-16T01:06:59.100Z,"Bali Sea",earthquake
2001-09-30T19:01:17.000Z,-18.46,168.26,20,6.2,mw,220,,,,centennial,centennial20010930190117,2014-03-17T18:25:12.844Z,"Vanuatu",earthquake
2001-09-30T18:26:21.200Z,5.609,-32.983,10,,,6,,,0.97,pde,pde20010930182621200_10,2013-03-16T01:06:59.023Z,"central Mid-Atlantic Ridge",earthquake
2001-09-30T18:25:43.890Z,51.283,-178.252,33,4.9,mb,143,,,0.92,pde,pde20010930182543890_33,2013-03-16T01:06:59.009Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2001-09-30T18:24:00.780Z,5.662,-32.767,10,4.6,mb,14,,,0.64,pde,pde20010930182400780_10,2013-03-16T01:06:59.007Z,"central Mid-Atlantic Ridge",earthquake
2001-09-30T17:38:20.960Z,46.955,152.898,75.4,4.1,mb,13,,,0.92,pde,pde20010930173820960_75,2013-03-16T01:06:59.005Z,"Kuril Islands",earthquake
2001-09-30T16:00:06.360Z,37.839,-1.188,1.1,2.7,mblg,24,,,,pde,pde20010930160006360_1,2013-03-16T01:06:58.962Z,"Spain",earthquake
2001-09-30T15:06:20.540Z,-58.966,149.383,10,4.2,mb,10,,,1.1,pde,pde20010930150620540_10,2013-03-16T01:06:58.925Z,"west of Macquarie Island",earthquake
2001-09-30T14:18:26.840Z,19.596,-67.206,25,3.4,md,5,,,,pde,pde20010930141826840_25,2013-03-16T01:06:58.900Z,"Puerto Rico region",earthquake
2001-09-30T13:25:24.060Z,-11.383,115.107,35.8,4.7,mb,16,,,0.9,pde,pde20010930132524060_35,2013-03-16T01:06:58.897Z,"south of Bali, Indonesia",earthquake
2001-09-30T13:21:22.170Z,-18.511,168.145,33,4.5,mb,14,,,1.12,pde,pde20010930132122170_33,2013-03-16T01:06:58.895Z,"Vanuatu",earthquake
2001-09-30T13:09:49.190Z,-18.273,-63.284,33,3.4,mb,10,,,1.44,pde,pde20010930130949190_33,2013-03-16T01:06:58.893Z,"Santa Cruz, Bolivia",earthquake
