time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1970-10-31T17:53:07.000Z,-4.907,145.469,8.3,7.1,uk,174,,,,centennial,centennial19701031175307,2014-03-17T19:20:33.448Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1970-10-31T09:07:13.000Z,-4.3,102.8,13,5.5,,,,,,atlas,atlas19701031090713,2014-03-17T19:20:19.499Z,"southern Sumatra, Indonesia",earthquake
1970-10-29T02:23:24.000Z,-41.278,80.448,27.4,5.9,ms,82,,,,centennial,centennial19701029022324,2013-07-09T19:07:37.000Z,"Mid-Indian Ridge",earthquake
1970-10-26T20:53:32.000Z,79.809,2.741,17.1,5.7,ms,212,,,,centennial,centennial19701026205332,2013-07-09T19:07:37.000Z,"Greenland Sea",earthquake
1970-10-25T15:09:50.000Z,9.066,93.853,24.2,6.3,ms,216,,,,centennial,centennial19701025150950,2013-07-09T19:07:37.000Z,"Nicobar Islands, India region",earthquake
1970-10-25T12:00:35.000Z,-13.707,66.271,12,5.9,ms,179,,,,centennial,centennial19701025120035,2013-07-09T19:07:37.000Z,"Mid-Indian Ridge",earthquake
1970-10-23T11:01:26.000Z,-36.483,-97.27,9.7,5.5,ms,103,,,,centennial,centennial19701023110126,2013-07-09T19:07:37.000Z,"West Chile Rise",earthquake
1970-10-22T06:13:59.000Z,-36.453,-97.255,15,5.6,ms,77,,,,centennial,centennial19701022061359,2013-07-09T19:07:37.000Z,"West Chile Rise",earthquake
1970-10-21T15:50:05.000Z,7.638,-37.612,19.2,5.5,ms,163,,,,centennial,centennial19701021155005,2013-07-09T19:07:37.000Z,"central Mid-Atlantic Ridge",earthquake
1970-10-20T08:25:46.000Z,-15.411,167.576,117.8,5.5,mb,149,,,,centennial,centennial19701020082546,2013-07-09T19:07:37.000Z,"Vanuatu",earthquake
1970-10-16T05:26:13.000Z,39.291,140.731,14.5,5.8,ms,310,,,,centennial,centennial19701016052613,2014-03-17T19:19:57.709Z,"eastern Honshu, Japan",earthquake
1970-10-14T21:14:02.000Z,43.489,146.914,40.1,5.6,ms,211,,,,centennial,centennial19701014211402,2013-07-09T19:07:37.000Z,"Kuril Islands",earthquake
1970-10-14T18:15:39.000Z,43.482,147.876,30.4,6,ms,208,,,,centennial,centennial19701014181539,2013-07-09T19:07:37.000Z,"Kuril Islands",earthquake
1970-10-13T18:53:33.000Z,-4.101,143.153,134.9,5.9,mb,166,,,,centennial,centennial19701013185333,2013-07-09T19:07:37.000Z,"New Guinea, Papua New Guinea",earthquake
1970-10-11T05:38:07.000Z,-32.066,-177.758,34.8,6.1,ms,96,,,,centennial,centennial19701011053807,2013-07-09T19:07:37.000Z,"south of the Kermadec Islands",earthquake
1970-10-11T03:16:50.000Z,-31.997,-178.028,26.7,6.3,ms,197,,,,centennial,centennial19701011031650,2013-07-09T19:07:37.000Z,"Kermadec Islands region",earthquake
1970-10-10T21:59:42.000Z,-31.927,-177.854,17.8,6.2,ms,199,,,,centennial,centennial19701010215942,2013-07-09T19:07:37.000Z,"Kermadec Islands region",earthquake
1970-10-10T08:53:03.000Z,-3.61,86.123,15,6.3,ms,228,,,,centennial,centennial19701010085303,2013-07-09T19:07:37.000Z,"South Indian Ocean",earthquake
1970-10-08T23:36:14.000Z,43.794,147.465,37.9,5.6,ms,228,,,,centennial,centennial19701008233614,2013-07-09T19:07:37.000Z,"Kuril Islands",earthquake
1970-10-03T10:34:13.000Z,-6.105,150.538,37.6,5.5,ms,48,,,,centennial,centennial19701003103413,2013-07-09T19:07:37.000Z,"New Britain region, Papua New Guinea",earthquake
1970-10-02T19:33:17.000Z,-29.098,-176.736,46.9,5.5,uk,50,,,,centennial,centennial19701002193317,2013-07-09T19:07:37.000Z,"Kermadec Islands region",earthquake
1970-10-02T09:40:18.000Z,-29.131,-176.781,30.2,5.8,uk,89,,,,centennial,centennial19701002094018,2013-07-09T19:07:37.000Z,"Kermadec Islands region",earthquake
1970-10-02T06:15:34.000Z,-6.8,154.972,53.6,6,uk,122,,,,centennial,centennial19701002061534,2013-07-09T19:07:37.000Z,"Bougainville region, Papua New Guinea",earthquake
