time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1979-01-31T20:02:57.000Z,72.474,2.941,10,4.5,mb,,,,,pde,pde19790131200257000_10,2013-02-08T21:38:32.320Z,"Norwegian Sea",earthquake
1979-01-31T17:01:40.500Z,61.146,-151.432,97,,,,,,,pde,pde19790131170140500_97,2013-02-08T21:38:32.318Z,"Southern Alaska",earthquake
1979-01-31T16:37:57.900Z,51.758,175.665,42,4.8,mb,,,,,pde,pde19790131163757900_42,2013-02-08T21:38:32.316Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
1979-01-31T15:50:33.900Z,29.896,63.872,183,4.8,mb,,,,,pde,pde19790131155033900_183,2013-02-08T21:38:32.314Z,"western Afghanistan",earthquake
1979-01-31T14:16:00.800Z,38.559,69.852,43,4.5,mb,,,,,pde,pde19790131141600800_43,2013-02-08T21:38:32.312Z,"Tajikistan",earthquake
1979-01-31T13:59:14.200Z,26.352,61.256,33,4.6,mb,,,,,pde,pde19790131135914200_33,2013-02-08T21:38:32.309Z,"Iran-Pakistan border region",earthquake
1979-01-31T12:36:25.000Z,42.737,131.225,547.2,5.7,ms,310,,,,centennial,centennial19790131123625,2013-07-09T19:07:50.000Z,"eastern Russia-northeastern China border region",earthquake
1979-01-31T11:14:15.500Z,14.891,-60.94,126,4.7,mb,,,,,pde,pde19790131111415500_126,2013-02-08T21:38:32.305Z,"Martinique region, Windward Islands",earthquake
1979-01-31T10:14:57.400Z,16.437,-96.704,47,4.8,mb,,,,,pde,pde19790131101457400_47,2013-02-08T21:38:32.302Z,"Oaxaca, Mexico",earthquake
1979-01-31T05:37:57.800Z,-29.796,-177.367,33,,,,,,,pde,pde19790131053757800_33,2013-02-08T21:38:32.300Z,"Kermadec Islands, New Zealand",earthquake
1979-01-31T03:07:32.000Z,51.723,-175.808,64,5,mb,,,,,pde,pde19790131030732000_64,2013-02-08T21:38:32.298Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1979-01-31T01:21:33.900Z,53.586,-163.869,36,4.7,mb,,,,,pde,pde19790131012133900_36,2013-02-08T21:38:32.294Z,"Unimak Island region, Alaska",earthquake
1979-01-31T00:54:17.800Z,-11.372,162.048,33,,,,,,,pde,pde19790131005417800_33,2013-02-08T21:38:32.292Z,"Solomon Islands",earthquake
1979-01-30T21:44:10.200Z,63.055,-150.916,147,,,,,,,pde,pde19790130214410200_147,2013-02-08T21:38:32.290Z,"Central Alaska",earthquake
1979-01-30T17:04:15.700Z,-2.833,136.197,46,5.4,mb,,,,,pde,pde19790130170415700_46,2013-02-08T21:38:32.288Z,"near the north coast of Papua, Indonesia",earthquake
1979-01-30T16:30:52.100Z,40.321,-74.264,5,3.5,,,,,,pde,pde19790130163052100_5,2013-02-08T21:38:32.286Z,"New Jersey",earthquake
1979-01-30T13:37:43.800Z,-31.317,179.77,393,4.7,mb,,,,,pde,pde19790130133743800_393,2013-02-08T21:38:32.283Z,"Kermadec Islands region",earthquake
